Batch No,Main tag number,Entry Mass,Gender,Breed,Name,Mortality,Date,Mortality Report,Sold,Sale Batch,Sale date,Notes
54410 - ROODEKOPPIES,25-08-34-192867,214,Male,Brahman,Batch 1019 - SVC Farming,,,,,,,
54410 - ROODEKOPPIES,25-08-34-192913,236,Male,Brahman,Batch 1019 - SVC Farming,,,,,,,
54410 - ROODEKOPPIES,25-08-34-192896,240,Male,Brahman,Batch 1019 - SVC Farming,,,,,,,
54410 - ROODEKOPPIES,25-08-34-192862,236,Female,Brahman,Batch 1019 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193073,239,Female,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192997,217,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193057,237,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192974,210,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193045,229,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192983,239,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193031,229,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193040,272,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193065,273,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193036,206,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193015,255,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193017,269,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192971,258,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193041,262,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192998,267,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193069,249,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193075,225,Female,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193076,289,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193032,309,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193009,224,Female,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193002,274,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193028,231,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193054,237,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192985,247,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193016,192,Female,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193038,239,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193077,238,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193010,278,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193044,222,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192987,234,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193008,223,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193047,253,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193051,263,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193024,224,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192994,237,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193013,243,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192978,209,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192999,220,Male,Beefmaster,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192976,201,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193018,198,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193020,286,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193059,228,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193063,259,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193019,249,Female,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193025,252,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193062,258,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193021,217,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193014,223,Female,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193068,177,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193001,214,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192993,220,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193033,200,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193066,203,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193012,269,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192973,224,Male,Hugenot,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192968,295,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192981,235,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193043,268,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192966,298,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192986,211,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192992,230,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193034,224,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193048,233,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193039,216,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193078,248,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193049,249,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193007,200,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193046,214,Female,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193067,233,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193035,276,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192975,244,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192982,212,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192980,280,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192991,215,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192996,211,Female,Limousine,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192969,224,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193027,233,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193071,232,Male,Nguni Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193026,197,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192967,286,Female,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192984,187,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192970,265,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193070,236,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193074,249,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193037,270,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192995,234,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193000,253,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193004,249,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192979,250,Male,Simbra,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193052,238,Female,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193029,261,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193060,188,Female,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192990,216,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192977,212,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193006,240,Male,Charolais,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193055,239,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192972,289,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193058,228,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192988,210,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193011,187,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-192989,311,Female,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193005,248,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193022,227,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193061,218,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193030,230,Male,Brahman,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193072,252,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193064,240,Male,Cross Breed,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193056,272,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193023,238,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193050,259,Male,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193003,228,Male,Beefmaster,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193053,220,Female,Brahman Cross,Batch 1020 - SVC Farming,,,,,,,
54411 - ROODEKOPPIES,25-08-34-193042,220,Male,Bonsmara,Batch 1020 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193109,248,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193117,287,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193105,241,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193136,248,Female,Angus Black,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193080,226,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193194,233,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193186,207,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193127,231,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193195,252,Male,Simmentaler,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193156,215,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193152,305,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193187,257,Female,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193126,259,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193102,239,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193081,256,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193149,246,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193112,208,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193100,279,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193090,268,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193153,208,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193111,208,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193107,217,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193119,213,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193178,269,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193103,232,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193089,295,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193192,212,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193098,205,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193120,261,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193143,247,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193175,246,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193165,181,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193093,290,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193179,316,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193155,244,Female,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193114,249,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193160,263,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193159,231,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193113,239,Female,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193158,253,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193106,251,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193130,235,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193182,232,Male,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193140,250,Male,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193168,228,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193142,173,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193083,269,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193162,329,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193170,221,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193188,216,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193138,243,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193151,223,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193118,194,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193169,243,Male,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193085,217,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193147,244,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193171,299,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193084,307,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193131,235,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193189,249,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193139,236,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193110,264,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193167,225,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193133,261,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193134,199,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193176,231,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193091,203,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193095,223,Male,Hugenot,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193172,233,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193193,224,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193150,183,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193087,286,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193137,211,Female,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193190,275,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193145,248,Male,Angus Black,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193141,328,Male,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193121,225,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193094,271,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193104,246,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193146,270,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193123,205,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193154,291,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193148,265,Female,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193157,249,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193082,253,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193164,233,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193180,222,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193181,309,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193108,218,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193129,231,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193092,229,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193099,208,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193086,251,Female,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193166,201,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193184,196,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193124,218,Male,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193185,298,Female,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193088,278,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193183,237,Female,Bonsmara,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193163,223,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193122,254,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193116,218,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193132,264,Female,Charolais,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193097,256,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193101,182,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193144,238,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193173,231,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193177,227,Male,Cross Breed,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193096,250,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193191,270,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193125,247,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193128,289,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193174,232,Male,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193161,227,Female,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193135,194,Female,Brahman,Batch 1021 - SVC Farming,,,,,,,
54412 - ROODEKOPPIES,25-08-34-193115,234,Male,Brahman Cross,Batch 1021 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-180608,234,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-170618,238,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-078537,220,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-113967,221,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-104303,179,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-084077,248,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-179440,169,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-099772,218,Male,Simmentaler,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-138020,212,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
