Batch No,Main tag number,Entry Mass,Gender,Breed,Name,Mortality,Date,Mortality Report,Sold,Sale Batch,Sale date,Notes
54419 - FEEDLOT,25-08-35-090067,227,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-151964,227,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183876,204,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-125289,230,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-170239,193,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-133112,226,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-088863,229,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-105355,223,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-068854,182,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-133228,230,Male,Simmentaler,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-009221,210,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-079126,218,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-173239,229,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-064010,198,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-145482,228,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183181,195,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-113870,215,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-112408,231,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-062051,208,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-079895,201,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-086696,201,Male,Simbra,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-173228,202,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-174741,178,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-114743,198,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-172120,234,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-160290,232,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-068729,213,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-116156,239,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-145229,194,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-127345,210,Male,Bonsmara,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-127377,195,Male,Simmentaler,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-068374,225,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-112875,261,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-095220,217,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-151016,193,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-100338,202,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-115088,209,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-063327,220,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-113038,215,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-160145,226,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-049241,220,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-109605,204,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-173520,242,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183791,213,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-115674,198,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-115525,243,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-050971,202,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-172585,175,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-062020,216,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-173299,206,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-175491,217,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-129161,203,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-176177,192,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-153392,183,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-115889,227,Male,Boran,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-177673,218,Male,Bonsmara,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-114850,191,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-070077,208,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-174067,217,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-184716,219,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-174803,251,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-114721,207,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-109612,201,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-127187,218,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-173150,205,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-145980,227,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-175643,214,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-113857,238,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-144528,226,Male,Bonsmara,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-003541,183,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-103646,198,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-172730,211,Male,Bonsmara,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-116616,196,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-135322,179,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-128341,216,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-130859,217,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-075290,207,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-089756,207,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-068497,212,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-069500,228,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-108404,215,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-147978,245,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-137603,208,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-174031,185,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-134978,236,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-124929,198,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-174735,206,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183226,171,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-141524,200,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-111634,245,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183385,181,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-143620,239,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-154316,200,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-180281,228,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-063176,195,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183667,211,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-180361,215,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-183332,186,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-131994,202,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-174880,238,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-097834,210,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-109706,185,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-136239,214,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-105445,211,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-070258,227,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-061805,224,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-179325,224,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-112990,209,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-155417,202,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-157672,210,Male,Brahman Cross,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-097901,222,Male,Simmentaler,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-108485,205,Male,Brahman,Batch 1024 - SVC Farming,,,,,,,
54419 - FEEDLOT,25-08-35-177833,207,Male,Cross Breed,Batch 1024 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-116878,211,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-176056,266,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-050792,201,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-076350,149,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-111971,185,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174123,227,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-152468,211,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-175875,193,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174751,198,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-116511,212,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-080162,186,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-122486,162,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-088720,249,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-114648,191,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-127307,174,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-155890,214,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-184420,179,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-128383,226,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-147120,226,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-074811,194,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-124100,251,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-154993,201,Male,Braunvieh,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-154960,227,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-113080,147,Male,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-116284,201,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-067663,207,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-110330,175,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-160893,228,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-183692,201,Male,Simmentaler,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-173216,159,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-124337,193,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-113773,197,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-172253,176,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-180518,196,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-116777,159,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-081806,204,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-175543,166,Male,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-183188,237,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-066657,265,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-154425,231,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-151291,227,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-144826,172,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-115040,199,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-110115,226,Male,Simbra,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-184541,156,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-184648,221,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-172316,248,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-122136,206,Female,Sussex,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-101423,231,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-128702,219,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-115668,163,Male,Braunvieh,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-114837,226,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-184743,194,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-154978,226,Male,Sussex,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174481,184,Male,Simbra,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-117647,222,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-133452,248,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-065389,246,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174577,187,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-049832,237,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-155485,195,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-183179,243,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174773,222,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-172574,193,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-123690,226,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-108001,238,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-115719,217,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-144436,245,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-090594,175,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-097238,256,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-072288,213,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174898,226,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174215,169,Male,Sussex,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-144949,187,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-157009,191,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-707531,262,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-090448,148,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-075220,168,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-109883,226,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-149185,234,Male,Simmentaler,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-097424,208,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-117847,234,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-075657,225,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-122602,246,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-158555,225,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-184519,229,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-062412,131,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-171791,223,Male,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-175964,181,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-150178,182,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-113761,111,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-047238,239,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-171771,168,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-183786,224,Female,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-176464,256,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-107904,180,Male,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-172468,153,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-064186,161,Female,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-085465,200,Male,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-129265,151,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-143233,196,Female,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-145642,238,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-113454,261,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-146982,218,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-172140,211,Male,Simbra,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174093,209,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-157993,196,Male,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-116142,208,Female,Brahman Cross,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-171653,181,Female,Bonsmara,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-100792,192,Male,Brahman,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-156817,209,Male,Cross Breed,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-081330,193,Female,Simmentaler,Batch 1023 - SVC Farming,,,,,,,
54418 - FEEDLOT,25-08-35-174835,173,Female,Sussex,Batch 1023 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193243,203,Female,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193246,227,Male,Brahman,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193254,220,Female,Cross Breed,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-119504,243,Male,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-091857,192,Female,Braunvieh,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193221,222,Female,Bonsmara,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193237,186,Male,Cross Breed,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193259,185,Male,Sussex,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-077122,194,Male,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193219,219,Female,Simbra,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-119769,212,Male,Bonsmara,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-060446,223,Female,Braunvieh,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-153920,273,Female,Sussex,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-157406,181,Female,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193239,232,Female,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-063003,195,Male,Bonsmara,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-108500,260,Female,Cross Breed,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193229,189,Male,Bonsmara,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193249,206,Male,Simmentaler,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-126536,201,Female,Cross Breed,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-124147,223,Male,Bonsmara,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-115646,180,Male,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193250,176,Male,Simmentaler,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-193242,231,Female,Simmentaler,Batch 1022 - SVC Farming,,,,,,,
54417 - ROODEKOPPIES,25-08-35-172524,212,Male,Brahman Cross,Batch 1022 - SVC Farming,,,,,,,
